3.9975,2.0797,2.2473,-0.35793,4.3472,1.4924,1.3105,0.46189,5.1299,1.2766,3.3635,5.0428,1.1256,1.7665,2.9467,-0.95755,3.8732,1.9027,0.75382,1.9886,2.3657,2.1822,7.4306,6.667,0.52544,-0.079849,1.1839,1.7256,1.8863,-2.2331,1.3338,3.6903,1.8943,2.1847,2.1236,0.4067,0.89022,2.2196,-0.06241,0.98766,0.72476,0.36701,4.5884,2.7496,-0.46191,3.3002,3.8874,0.55097,1.616,0.48937,0.82103,0.31422,1.6535,0.77511,1.2245,2.5382,2.6256,3.5564,2.6788,0.86925,0.62182,-0.093013,1.4082,3.0368,2.2027,1.7787,1.2269,0.96977,0.69922,-0.23096,1.8342,1.5975,2.1196,3.1591,2.3211,1.5606,-2.037,1.4279,3.06,1.5536,3.3127,3.0676,-0.90762,1.2855,0.11282,2.1477,2.3178,2.2043,0.70461,1.8,0.57907,2.2991,2.1427,2.5755,1.8195,2.5534,1.5842,3.5998,1.5807,-0.53813,4.4069,2.0997,4.1364,2.9444,-0.93623,1.5631,3.2771,1.3479,2.8175,4.2226,-0.13924,1.6541,3.0186,2.0518,4.5222,1.3884,5.1974,0.56882,1.9654,1.9402,2.0835,-0.18272,-0.04537,-0.59476,4.4171,1.2289,5.9921,0.85308,1.4771,2.3374,1.4753,-2.0567,1.0385,0.76766,3.0218,1.7974,1.7687,2.4713,2.2455,0.85547,1.0876,2.0749,1.973,0.21008,0.26955,1.4884,2.0929,-0.1074,1.1295,1.5964,1
1.1377,2.4656,0.67511,0.89856,4.2895,1.0609,1.1426,4.1009,2.7514,0.95372,0.36079,1.7818,2.6279,4.0344,1.8472,1.366,-0.045738,1.0316,1.7124,0.83437,-0.42621,4.9223,-2.8221,-0.062735,0.974,0.5256,1.3657,2.4969,2.8232,0.063541,1.529,0.86849,1.4868,3.519,2.0269,-0.62113,0.6811,2.6207,0.91909,1.8486,3.0072,2.7151,0.90625,3.7455,1.4498,2.0227,4.3495,-0.23798,2.819,1.6523,4.178,0.5941,2.1347,-1.0875,-0.23044,0.83888,2.7227,1.987,1.7098,-0.66634,0.91531,-2.2418,0.90094,1.7743,0.32692,2.2503,1.318,2.7737,2.9907,2.8929,2.5996,1.4012,0.33938,-0.19354,2.1242,2.6748,1.4627,3.0887,2.0828,0.44662,3.5581,2.444,2.748,0.56691,4.4395,2.8619,4.4799,1.8645,-0.01776,-0.74295,2.468,2.894,1.3442,0.65044,3.0725,-1.596,0.66203,3.9178,2.2553,2.4308,0.18223,-1.3655,-2.7233,1.0269,3.3776,3.0801,3.5034,1.6992,3.0299,4.0805,3.3149,-0.68141,-2.5564,-0.77314,4.7934,-0.45832,2.5125,0.17529,-0.27903,2.0053,-0.79479,0.39781,1.4864,1.4565,1.8093,2.611,3.0885,4.4085,1.3681,-0.017988,2.4525,0.38921,-0.98505,3.1844,1.4809,2.5628,1.0505,3.5321,0.76656,3.1644,2.2055,1.5428,-1.0669,1.3786,2.3482,2.306,0.53742,1.5995,1.8472,1.3227,1
1.8088,4.5681,-1.1672,0.2709,0.75405,2.825,2.8878,0.6155,3.0943,1.6311,2.4489,0.80979,1.5751,3.5199,-1.2459,3.146,0.51326,4.3614,4.0969,0.30685,-1.4234,3.137,6.3243,4.1784,1.5241,1.8092,-0.6236,2.154,1.4613,4.4456,2.815,0.90979,1.5169,2.5922,0.52008,3.3513,2.9671,3.1402,2.3726,3.1859,0.94496,-0.33804,-0.48541,0.63682,2.6647,1.9499,1.5008,3.8801,1.3533,2.5248,2.9684,2.9159,1.4525,-0.35147,0.43293,1.7671,4.1873,-1.2485,3.2795,1.9082,1.9301,1.8514,3.2247,-0.0030024,-0.52984,1.6449,0.78489,2.4168,2.325,1.8889,1.5486,4.5995,2.3599,2.5061,0.43395,4.835,0.7769,5.0099,3.0562,2.0548,1.7323,1.9682,1.2404,2.7869,-0.42041,2.3094,0.64428,1.7642,1.6979,0.43763,0.18725,2.029,1.2013,1.8965,1.3657,2.3898,2.1278,0.27754,4.4145,-0.58127,1.4864,2.0823,-0.84873,0.019921,5.5491,-0.96078,3.4849,2.0119,-0.49258,0.69765,-0.30786,2.2291,2.7527,-0.31098,2.0075,2.8601,1.2356,-1.4592,1.9758,3.0519,4.6786,2.3804,-0.62959,0.93247,1.4732,1.8328,1.4724,4.565,1.9076,0.41502,2.0473,-1.3403,-0.19838,-0.51405,-0.58158,1.9192,-0.85664,1.629,1.4922,2.9877,-0.42425,0.64954,0.71098,1.0415,1.8508,-0.014619,-0.12673,3.8724,1.9795,3.2039,1
0.85186,2.5682,1.7151,2.3685,2.6512,1.7391,0.94904,0.15037,1.9899,-3.178,1.0236,1.2533,2.9149,0.55306,1.3395,0.50925,1.3719,1.0954,2.3143,3.046,3.0602,0.46261,-5.0672,-3.9741,2.3467,1.2697,1.6337,-0.89946,1.3398,3.8726,-0.19256,2.2943,3.4796,0.8182,2.035,0.19414,2.5059,2.1562,0.33541,1.0052,-0.12016,2.0168,4.3676,3.3034,3.4499,0.75096,1.498,2.1127,1.7269,1.3305,0.39229,2.5011,5.6528,3.891,-0.32944,2.5054,1.6059,1.8681,2.4791,2.4766,1.1657,2.2717,1.9613,3.1307,3.1141,0.72587,2.0314,2.7657,3.2904,-0.64874,2.5861,-0.22556,2.0092,1.1781,2.0812,0.12422,3.5463,0.094669,2.605,-1.9651,-0.13091,0.74825,0.81875,3.4223,1.9862,1.0532,-1.8562,1.1241,0.63025,3.9893,1.3408,1.6959,-0.071692,3.416,1.7976,-1.5838,0.37287,0.66103,2.1519,2.1278,2.8248,0.19963,1.0811,3.9072,-0.83643,-1.8582,1.4213,1.1475,2.2695,0.084616,2.8794,1.6219,4.7822,0.60205,4.4212,1.8371,3.7708,1.86,3.1944,1.1317,2.7164,3.5251,2.1476,5.3269,-1.0074,2.7686,1.7473,2.119,1.29,3.3226,3.2095,-0.047468,1.0535,1.2789,0.76529,0.032313,-0.20835,2.2032,2.755,2.267,1.2198,4.732,2.1517,0.45402,2.5727,0.5571,-1.5266,-0.06863,3.1554,-0.29689,1
1.0414,3.7466,1.4388,3.8769,0.89717,1.9326,0.18414,1.6999,0.41676,1.6455,4.0168,2.4204,4.0602,3.0452,0.68378,1.51,0.16834,0.63313,0.63131,2.0861,4.6938,1.3374,-2.5314,-3.6693,0.088086,4.4237,1.4108,2.8356,2.8905,1.0859,-0.86322,0.90642,-0.18865,2.6479,1.6925,2.5299,0.25748,3.2631,2.3981,1.0854,1.5746,1.3449,3.2435,1.4997,2.1099,0.78398,1.7008,1.2887,1.0541,3.9982,0.29255,1.3994,-1.9316,2.5183,2.6741,2.2122,1.9797,2.7923,0.037232,1.0704,1.9759,2.2905,0.89681,0.88166,1.4817,-0.0723,-1.9112,-0.6362,0.12438,1.9627,-0.030142,2.0859,-0.42608,0.37137,1.0465,2.4388,1.1997,1.8384,-1.9042,2.6666,2.5226,1.3021,0.25605,2.3357,1.3083,1.0446,1.0317,1.9283,1.872,1.5947,2.4074,1.0481,-0.29828,2.8219,2.4442,3.2576,1.7293,2.4705,2.8518,3.7002,1.3521,2.5038,7.3524,0.54707,1.891,2.8628,3.2734,2.3492,-0.63322,0.17776,1.9945,0.26715,-2.1896,1.4185,5.0342,1.0276,0.54552,1.7638,0.48957,1.765,2.3153,2.7045,-1.382,4.9484,2.0648,1.371,0.68181,0.71949,1.4355,0.42893,2.9074,0.53251,-1.8952,1.2254,-1.6864,1.4418,-0.37015,1.0845,1.7873,-1.1262,2.8665,2.175,2.1509,3.4065,1.3439,-0.042655,2.3646,0.22785,-0.056253,4.0399,1
1.5579,2.1686,5.0697,1.7893,-1.084,0.078779,0.72445,2.4062,1.8378,0.16271,-0.1166,1.417,3.735,2.244,1.106,0.34894,3.3819,-0.17296,3.8197,0.67679,2.397,2.6574,-3.5748,-3.3473,3.072,-0.1722,1.7845,-1.8523,2.0783,1.475,3.1524,0.43397,2.6066,3.6771,1.3677,-0.14296,-0.72618,-0.083702,-1.0989,1.397,2.3645,0.79082,4.7983,2.045,2.2822,3.5477,5.0311,3.3604,1.7721,0.92844,0.32538,2.4284,1.0747,1.0601,3.1416,1.188,1.8364,1.9125,1.2264,3.2424,1.3535,1.1965,0.99539,0.65023,0.94006,0.82468,-0.19494,-0.57886,0.85481,1.7,3.0504,2.2503,1.3807,2.9389,3.057,2.5288,1.4099,0.30394,1.8843,1.5378,-0.046104,3.1537,2.0285,0.1955,2.7582,2.3591,1.0774,0.83121,2.3776,0.89944,3.4072,0.93316,2.2341,1.5659,2.2864,2.3456,1.9905,4.3139,2.9583,4.0745,1.4931,3.1512,2.2426,-1.6134,2.376,2.5213,2.3678,-0.67362,-1.6769,1.6626,-2.311,0.85655,1.9291,1.5975,3.3204,1.2554,2.1789,0.45809,1.3594,3.2549,1.5971,0.15523,1.9238,1.2735,0.88156,-0.7902,2.941,0.3638,1.4477,2.258,-0.037473,1.1185,-2.5991,-1.6639,-0.036058,2.422,2.6887,-0.94694,-2.0724,0.92821,-2.7611,-0.72776,2.3615,1.2735,2.4726,-0.33942,2.6633,4.5063,-0.28062,4.5684,1
0.78448,1.0799,2.998,3.0614,0.49151,0.67289,0.33854,-0.33167,3.2497,0.053207,3.1464,2.8521,0.35953,1.6736,3.1741,2.2055,2.439,-0.034445,1.3241,1.0113,0.43676,1.1529,2.3762,0.025699,1.2246,3.6149,2.0906,0.012615,1.804,0.19265,1.1616,2.4584,1.8775,4.7197,1.1218,1.6001,1.1217,3.2473,0.7895,4.1603,-1.3958,1.2313,1.3004,1.0093,2.8289,2.2218,2.1552,0.62864,0.63276,3.8331,0.98505,2.0035,-0.44938,3.477,0.24138,0.42916,0.66836,1.9666,1.8164,1.2211,1.2523,2.4894,1.3286,1.8375,3.3625,2.8711,2.8917,1.7569,3.774,-0.0225,1.9886,-1.8507,-0.91667,2.3534,1.6724,1.7702,3.6017,0.56275,-2.3138,0.51372,2.3892,2.2982,1.9921,0.79803,2.1071,2.3778,3.0967,2.5003,0.27429,3.6388,-0.614,1.6598,-0.24833,1.3611,2.9414,0.57329,0.56899,1.0169,1.386,3.0679,2.0247,2.2242,3.488,-0.42911,3.3583,0.2454,-1.8453,1.4695,0.36687,2.6054,-0.49789,1.9422,1.5574,2.2295,1.1811,1.7885,3.3381,4.4175,1.8957,-2.9637,1.7265,0.90082,3.3286,1.5452,2.6691,1.9011,1.458,2.8943,-0.58953,2.1957,1.4173,1.7665,1.6714,2.7691,0.46758,-0.8577,0.60371,-1.5795,0.20098,1.1519,-0.67334,-1.6465,1.4466,-0.65767,-3.4625,1.9193,3.4217,-1.4774,1.931,2.7602,1
0.036888,2.005,1.1613,2.1736,2.0692,2.1645,0.18851,0.82493,0.80209,0.21468,-0.2733,0.41571,1.2216,3.2575,0.73131,0.41016,2.8384,1.5824,1.883,1.9165,1.8055,0.80393,-1.601,-2.8005,2.1777,2.2625,0.22742,1.9366,0.99287,2.0416,0.007964,0.71398,-1.0539,0.52283,-0.29668,2.9351,2.4487,2.9952,0.47231,-1.4449,-0.19156,2.0237,0.59491,1.4581,2.5244,1.4971,-0.77506,0.6189,3.9679,2.6216,2.0433,1.609,3.4798,1.6527,2.078,0.25382,1.211,1.1002,1.9952,2.9795,0.32442,0.72867,1.0103,2.24,1.4102,1.8189,4.9297,0.53971,3.6306,2.6364,1.4128,1.0089,1.9355,0.67083,2.4907,3.1712,3.234,1.38,3.6664,1.177,2.0207,1.9052,1.7302,2.5132,0.25842,1.4928,-0.73112,-1.5663,3.7848,2.2815,1.6949,1.7271,0.36812,0.65777,2.2659,5.5791,2.0313,0.50353,2.4338,1.8309,1.6411,3.8318,0.56622,0.70586,1.0658,3.8136,4.2062,0.67524,0.73976,3.3491,-0.111,-0.56671,2.2014,-0.28641,1.757,1.1602,3.2117,2.8912,-0.36376,0.6402,0.89497,0.32721,1.6314,-0.39089,2.3255,4.2287,2.316,2.3452,2.9384,-1.9774,0.90239,1.5326,-1.0012,1.1765,2.1812,-0.079375,3.1345,4.1106,1.6746,0.31287,3.2887,0.82457,-0.64423,1.7277,-1.1129,3.4479,3.5767,0.73506,2.3472,6.2446,1
0.89401,-0.65339,2.2388,2.1032,-1.1888,2.1169,4.0332,3.6123,-1.258,3.3037,0.27436,3.4934,-0.08737,0.66963,3.8997,2.1853,3.4991,1.3441,2.2123,-0.4064,1.5475,1.7463,0.54956,1.4731,1.4954,2.4376,3.3184,3.4582,2.6241,2.3943,2.4655,1.7381,2.8773,3.0666,2.53,1.7699,1.8708,1.1891,0.14335,0.78206,0.67315,0.8611,0.18507,1.9689,0.95872,-0.57975,4.061,1.5669,2.6858,3.2462,-0.17622,2.6553,1.968,0.5172,3.2899,0.022191,3.973,1.5107,1.567,2.1198,0.83274,3.6763,4.4323,0.15038,2.2386,3.2987,0.6166,2.428,2.2123,0.77109,3.26,0.52224,2.5487,3.2468,1.3981,-1.5083,0.56888,2.5112,0.30135,-0.43762,1.0317,-0.21504,0.618,2.3181,2.8959,-0.064106,3.517,1.9794,0.54687,0.041474,2.3692,2.467,-1.0385,5.2196,1.0737,0.97817,1.8066,2.557,1.6427,0.1554,2.1863,3.0881,1.9969,1.6877,0.58029,1.4902,-0.48038,2.7021,0.98504,-1.5736,-1.2135,3.1512,2.0527,-0.62805,3.4928,4.0995,1.0779,-0.17387,-0.059051,1.3322,2.682,0.77477,3.0453,1.1166,-0.83558,0.031125,1.6581,4.0019,0.31043,3.5415,-0.15861,-0.037121,-0.49058,-1.7396,0.90789,2.8295,0.44447,2.2337,0.3811,2.1406,1.6915,0.42059,0.7966,0.48868,-0.9472,0.22823,1.0058,2.1847,-0.52335,0.62013,1
4.0166,3.1272,0.88966,2.5188,1.0101,2.2527,2.235,2.6011,-0.51076,3.2231,0.86334,3.8547,2.5672,1.9372,0.9522,3.2533,0.40724,0.70253,0.95565,4.6424,3.845,2.2986,-2.6796,-3.017,1.1071,3.0066,2.1875,3.4617,1.1803,0.25521,-1.5621,1.0504,0.043125,-0.86585,4.0292,1.1839,1.7213,3.3372,1.8916,-0.78682,2.5761,-0.095866,2.0821,1.2285,1.1658,0.37679,0.78388,3.8137,-0.40288,2.0491,1.3542,0.64241,1.7073,1.5043,0.10592,1.3359,1.1877,2.9854,2.2849,4.7733,0.94657,1.2743,1.5524,2.7323,1.8971,1.5901,2.2436,1.4352,1.7598,4.2423,2.0029,2.2637,1.1262,0.50083,-0.85902,0.96637,3.3321,3.4237,2.1391,0.64474,2.3879,1.9283,-0.09516,-0.48372,2.3979,0.92582,1.6834,0.68139,0.71201,1.1231,0.15171,2.0496,2.5745,0.54673,1.0969,0.82227,2.0793,2.7651,0.50336,3.2351,1.2374,1.6048,2.4449,2.3366,0.56942,0.44419,0.96266,2.0575,0.90949,3.3238,3.8126,1.3337,1.4783,2.1661,0.38165,5.6733,-0.33925,3.8499,4.4099,-0.23502,0.98583,-2.3489,-0.68944,-1.756,0.030923,3.0635,5.0704,2.5723,1.755,2.7422,-0.95687,0.65182,1.2028,-1.3659,-2.1992,-1.5661,-0.64012,2.0131,-0.28967,1.4863,3.1602,-2.1836,3.4509,-0.5367,-0.099905,3.7196,-1.8588,-0.17112,1.8239,-1.2823,1
